product_code,fit,sub_category_class_raw,class_name,main_category,category,sub_category,main_category_en,category_en,sub_category_en,sub_category_class_en
M1010200-84994,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1012646-90805,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101180-85709,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010339-86874,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010778-88190,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010616-87641,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-86468,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010152-90488,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1073484973,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100488-83404,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010840-88607,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101441-91356,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101048-85805,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010152-88986,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010986-91219,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1020586446,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1081187454,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100277-85273,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1074682912,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101441-82297,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100488-89976,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101048-84792,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010527-85670,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010349-87109,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101072-82298,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100484-89700,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101453-85599,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101225-84323,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100328-87460,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-87581,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010458-83777,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010845-88251,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072887626,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012644-91214,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070483494,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101453-88191,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1013683048,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072890144,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010152-90086,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1072885011,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100484-88891,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1074683518,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101077-85612,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1072884759,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1070484225,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1020583658,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1049788205,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1074684230,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1012571-89502,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101560-83405,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101047-84085,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010152-90951,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1067283378,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101225-86327,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101476-83777,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101072-84807,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101072-87553,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010353-85044,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100328-87449,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101047-84305,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010640-88585,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1070483495,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012720-91380,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1072883434,Renkli Denim,Colored Denims,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Colored Denims
M1010381-85380,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010840-89582,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010917-89059,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101077-84196,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010906-89228,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010530-90047,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010627-88579,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010627-90998,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100328-83378,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101072-90539,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010938-89229,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010600-87179,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101072-89232,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101441-88581,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1081189961,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100980-82194,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010623-87585,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1020582249,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1073483452,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010609-86317,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1067884075,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1070488325,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101225-86217,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101048-89176,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070488992,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101047-83682,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010125-84418,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070483574,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100277-82223,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1017089439,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010626-90566,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1043284482,Other,Maternity,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Maternity
M101441-88741,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1073485016,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010152-87583,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010986-91225,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1049734745,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010840-88626,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101048-88769,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070489535,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010039-84074,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100484-86779,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010152-90597,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1012625-90558,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1049787784,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101077-87582,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010200-90074,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100484-86308,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010616-86272,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1070485000,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-87554,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1067084995,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1049790521,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1020587055,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1013683047,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010483675,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074689170,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101048-88214,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1087287607,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101180-83465,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101441-83888,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M100980-85261,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010756-88346,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M101225-86809,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M414767-85131,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010600-87550,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1013687455,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101072-84394,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010491-85387,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-86290,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010742-90507,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100484-86869,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1012642-90119,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-88977,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
B1010147-84346,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010532-85605,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1070484228,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010763-89045,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010857-91380,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1067822002,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1012621-90117,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010114-85125,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100462-80835,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M100980-85262,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1010623-87482,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010600-88262,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1010469-87927,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1013688785,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1067882468,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M1010640-89993,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010762-87746,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1010125-84397,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1072885003,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1074685739,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010600-90063,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M100277-33687,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101077-88316,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101077-86825,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010530-87551,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101077-89181,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M101441-84774,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101114-88721,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101441-84307,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101072-34111,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010599-86189,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010338-83368,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1013683671,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101225-83394,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M100488-83410,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M101077-86858,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010339-87601,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M100462-80834,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M101437-91261,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010677-88333,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010763-88745,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010777-88241,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1018986289,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M1017089984,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M100488-85630,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1081188720,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1072884758,Super Skinny,Super Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Super Skinny
M1013683391,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1020584780,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M1010200-85719,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010914-89962,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M100328-88152,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-87796,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1017087453,Boyfriend,Boyfriend,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Boyfriend
M101153-88334,Baggy,Baggy,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Baggy
M1074688149,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1012641-90118,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1010152-90516,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M101072-89189,Wide Leg,Wide Leg,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Wide Leg
M1074686314,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1070486887,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101077-83460,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
M1010339-84213,Skinny,Skinny,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Skinny
M101048-86478,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M1010349-84192,Flare,Flare,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,,,,
M1010530-89672,Straight,Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Straight
M101048-83412,Slim Straight,Slim Straight,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Slim Straight
M101077-85803,Mom,Mom,Ticari Malzemeler,Denim All,Denim All,Denim Pantolon,Denim All,Denim All,Denim Pants,Mom
